,PASSENGERS,Passenger Miles,Origin,Destination,Starting Point,Ending Point,geometry
866,270344,61097744,"Santa Ana, CA","Las Vegas, NV",POINT (-117.8678338 33.7455731),POINT (-117.8678338 33.7455731),POINT (-117.8678338 33.7455731)
867,270191,267759281,"Salt Lake City, UT","Minneapolis, MN",POINT (-111.8910474 40.7607793),POINT (-111.8910474 40.7607793),POINT (-111.8910474 40.7607793)
868,269999,340738738,"St. Louis, MO","Phoenix, AZ",POINT (-90.19940419999999 38.6270025),POINT (-90.19940419999999 38.6270025),POINT (-90.19940419999999 38.6270025)
869,269963,436260208,"Portland, OR","Dallas/Fort Worth, TX",POINT (-122.6764816 45.5230622),POINT (-122.6764816 45.5230622),POINT (-122.6764816 45.5230622)
870,269929,41299137,"Greer, SC","Atlanta, GA",POINT (-82.2270568 34.9387279),POINT (-82.2270568 34.9387279),POINT (-82.2270568 34.9387279)
871,269450,1527781440,"Paris, France","Los Angeles, CA",POINT (2.3522219 48.856614),POINT (2.3522219 48.856614),POINT (2.3522219 48.856614)
872,268987,148211837,"El Paso, TX","Dallas/Fort Worth, TX",POINT (-106.4850217 31.7618778),POINT (-106.4850217 31.7618778),POINT (-106.4850217 31.7618778)
873,268985,88227080,"Charlotte, NC","Jacksonville, FL",POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869)
874,268791,76067853,"Baltimore, MD","Hartford, CT",POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848)
875,268631,333216411,"Houston, TX","Baltimore, MD",POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267)
876,268541,88081448,"Jacksonville, FL","Charlotte, NC",POINT (-81.65565099999999 30.3321838),POINT (-81.65565099999999 30.3321838),POINT (-81.65565099999999 30.3321838)
877,267226,265088192,"Philadelphia, PA","Fort Lauderdale, FL",POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839),POINT (-75.1652215 39.9525839)
878,266786,286838878,"Detroit, MI","Houston, TX",POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427)
879,266608,264475136,"Fort Lauderdale, FL","Philadelphia, PA",POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386)
880,266304,260179008,"Indianapolis, IN","Denver, CO",POINT (-86.158068 39.768403),POINT (-86.158068 39.768403),POINT (-86.158068 39.768403)
881,265859,129740353,"Detroit, MI","Newark, NJ",POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427)
882,265703,146402353,"Dallas/Fort Worth, TX","El Paso, TX",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
883,265641,1284108594,"London, United Kingdom","Houston, TX",POINT (-0.1277583 51.5073509),POINT (-0.1277583 51.5073509),POINT (-0.1277583 51.5073509)
884,265520,552016080,"Detroit, MI","San Francisco, CA",POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427)
885,265429,314267873,"Washington, DC","Dallas, TX",POINT (-77.03687069999999 38.9071923),POINT (-77.03687069999999 38.9071923),POINT (-77.03687069999999 38.9071923)
886,265353,129493479,"Newark, NJ","Detroit, MI",POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657)
887,265207,1503723668,"Los Angeles, CA","Paris, France",POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342)
888,264594,506962104,"Charlotte, NC","Las Vegas, NV",POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869)
889,264576,286800384,"Fort Myers, FL","Detroit, MI",POINT (-81.87230839999999 26.640628),POINT (-81.87230839999999 26.640628),POINT (-81.87230839999999 26.640628)
890,264549,250792452,"Denver, CO","San Jose, CA",POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358)
891,264506,40469418,"Atlanta, GA","Greer, SC",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
892,262388,347682888,"Houston, TX","Philadelphia, PA",POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267)
893,262050,245016750,"Dallas/Fort Worth, TX","Mexico City, Mexico",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
894,261516,1196958732,"Seoul, South Korea","Honolulu, HI",POINT (126.9779692 37.566535),POINT (126.9779692 37.566535),POINT (126.9779692 37.566535)
895,261229,264886206,"Nashville, TN","Denver, CO",POINT (-86.7816016 36.1626638),POINT (-86.7816016 36.1626638),POINT (-86.7816016 36.1626638)
896,261044,264698616,"Denver, CO","Nashville, TN",POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358)
897,260904,192808056,"Atlanta, GA","Toronto, Canada",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
898,260818,321588773,"Miami, FL","Toronto, Canada",POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798)
899,260742,308717352,"Dallas, TX","Washington, DC",POINT (-96.79698789999999 32.7766642),POINT (-96.79698789999999 32.7766642),POINT (-96.79698789999999 32.7766642)
900,260650,192620314,"Toronto, Canada","Atlanta, GA",POINT (-79.3831843 43.653226),POINT (-79.3831843 43.653226),POINT (-79.3831843 43.653226)
901,260480,307981589,"New York, NY","New Orleans, LA",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
902,259993,82421358,"Hartford, CT","Washington, DC",POINT (-72.6850932 41.76371109999999),POINT (-72.6850932 41.76371109999999),POINT (-72.6850932 41.76371109999999)
903,259149,155489400,"Fort Myers, FL","Charlotte, NC",POINT (-81.87230839999999 26.640628),POINT (-81.87230839999999 26.640628),POINT (-81.87230839999999 26.640628)
904,258605,318860260,"Toronto, Canada","Miami, FL",POINT (-79.3831843 43.653226),POINT (-79.3831843 43.653226),POINT (-79.3831843 43.653226)
905,257904,398977488,"San Juan, PR","Atlanta, GA",POINT (-66.10573549999999 18.4655394),POINT (-66.10573549999999 18.4655394),POINT (-66.10573549999999 18.4655394)
906,257801,279456284,"Detroit, MI","Fort Myers, FL",POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427)
907,257626,52555704,"Miami, FL","Tampa, FL",POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798)
908,257618,213645809,"New York, NY","Jacksonville, FL",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
909,256468,1344510464,"Las Vegas, NV","London, United Kingdom",POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412)
910,256293,150700284,"Oakland, CA","Salt Lake City, UT",POINT (-122.2711137 37.8043637),POINT (-122.2711137 37.8043637),POINT (-122.2711137 37.8043637)
911,256119,396216093,"Atlanta, GA","San Juan, PR",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
912,255989,311538613,"Baltimore, MD","Dallas/Fort Worth, TX",POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848)
913,255460,624848155,"New York, NY","San Diego, CA",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
914,255410,301982775,"New Orleans, LA","New York, NY",POINT (-90.0715323 29.95106579999999),POINT (-90.0715323 29.95106579999999),POINT (-90.0715323 29.95106579999999)
915,255110,623989710,"San Diego, CA","New York, NY",POINT (-117.1610838 32.715738),POINT (-117.1610838 32.715738),POINT (-117.1610838 32.715738)
916,254872,149864736,"Salt Lake City, UT","Oakland, CA",POINT (-111.8910474 40.7607793),POINT (-111.8910474 40.7607793),POINT (-111.8910474 40.7607793)
917,254864,117237440,"Kansas City, MO","Dallas, TX",POINT (-94.5785667 39.0997265),POINT (-94.5785667 39.0997265),POINT (-94.5785667 39.0997265)
918,254630,211162635,"Jacksonville, FL","New York, NY",POINT (-81.65565099999999 30.3321838),POINT (-81.65565099999999 30.3321838),POINT (-81.65565099999999 30.3321838)
919,254311,595786687,"Los Angeles, CA","Fort Lauderdale, FL",POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342),POINT (-118.2436849 34.0522342)
920,253994,507734006,"Baltimore, MD","Phoenix, AZ",POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848)
921,253978,610055156,"Seattle, WA","Newark, NJ",POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095)
922,253565,307827874,"Toronto, Canada","Fort Lauderdale, FL",POINT (-79.3831843 43.653226),POINT (-79.3831843 43.653226),POINT (-79.3831843 43.653226)
923,253502,51714408,"Tampa, FL","Miami, FL",POINT (-82.45717759999999 27.950575),POINT (-82.45717759999999 27.950575),POINT (-82.45717759999999 27.950575)
924,253499,1160264923,"Honolulu, HI","Seoul, South Korea",POINT (-157.8583333 21.3069444),POINT (-157.8583333 21.3069444),POINT (-157.8583333 21.3069444)
925,253033,80217853,"Washington, DC","Hartford, CT",POINT (-77.03687069999999 38.9071923),POINT (-77.03687069999999 38.9071923),POINT (-77.03687069999999 38.9071923)
926,252812,77360472,"Atlanta, GA","Greensboro/High Point, NC",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
927,252675,263792700,"Kansas City, MO","Phoenix, AZ",POINT (-94.5785667 39.0997265),POINT (-94.5785667 39.0997265),POINT (-94.5785667 39.0997265)
928,252023,235641505,"Mexico City, Mexico","Dallas/Fort Worth, TX",POINT (-99.10134979999999 19.2464696),POINT (-99.10134979999999 19.2464696),POINT (-99.10134979999999 19.2464696)
929,251814,77055084,"Greensboro/High Point, NC","Atlanta, GA",POINT (-79.7919754 36.0726354),POINT (-79.7919754 36.0726354),POINT (-79.7919754 36.0726354)
930,251277,305804109,"Dallas/Fort Worth, TX","Baltimore, MD",POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091),POINT (-97.0403352 32.8998091)
931,251057,588162593,"Fort Lauderdale, FL","Los Angeles, CA",POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386)
932,250826,237783026,"San Jose, CA","Denver, CO",POINT (-121.8863286 37.3382082),POINT (-121.8863286 37.3382082),POINT (-121.8863286 37.3382082)
933,250540,1426073680,"Tel Aviv, Israel","Newark, NJ",POINT (34.78176759999999 32.0852999),POINT (34.78176759999999 32.0852999),POINT (34.78176759999999 32.0852999)
934,250518,377280108,"Tampa, FL","Denver, CO",POINT (-82.45717759999999 27.950575),POINT (-82.45717759999999 27.950575),POINT (-82.45717759999999 27.950575)
935,250475,115218500,"Dallas, TX","Kansas City, MO",POINT (-96.79698789999999 32.7766642),POINT (-96.79698789999999 32.7766642),POINT (-96.79698789999999 32.7766642)
936,250021,340028560,"Miami, FL","Caracas, Venezuela",POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798),POINT (-80.1917902 25.7616798)
937,249464,149678400,"Charlotte, NC","Fort Myers, FL",POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869)
938,249358,260327596,"Phoenix, AZ","Kansas City, MO",POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771)
939,249145,420005889,"Mexico City, Mexico","Chicago, IL",POINT (-99.10134979999999 19.2464696),POINT (-99.10134979999999 19.2464696),POINT (-99.10134979999999 19.2464696)
940,248990,582138620,"San Francisco, CA","Kahului, HI",POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295),POINT (-122.4194155 37.7749295)
941,248934,302205858,"Fort Lauderdale, FL","Toronto, Canada",POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386)
942,248517,119039643,"Portland, OR","Sacramento, CA",POINT (-122.6764816 45.5230622),POINT (-122.6764816 45.5230622),POINT (-122.6764816 45.5230622)
943,248317,231679761,"Portland, OR","San Diego, CA",POINT (-122.6764816 45.5230622),POINT (-122.6764816 45.5230622),POINT (-122.6764816 45.5230622)
944,248315,1413408980,"Newark, NJ","Tel Aviv, Israel",POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657)
945,247936,417958577,"Chicago, IL","Mexico City, Mexico",POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136),POINT (-87.6297982 41.8781136)
946,247565,494882435,"Phoenix, AZ","Baltimore, MD",POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771)
947,246440,85387344,"El Paso, TX","Phoenix, AZ",POINT (-106.4850217 31.7618778),POINT (-106.4850217 31.7618778),POINT (-106.4850217 31.7618778)
948,246251,89142862,"Ontario, CA","Oakland, CA",POINT (-117.6508876 34.0633443),POINT (-117.6508876 34.0633443),POINT (-117.6508876 34.0633443)
949,245959,229479747,"San Diego, CA","Portland, OR",POINT (-117.1610838 32.715738),POINT (-117.1610838 32.715738),POINT (-117.1610838 32.715738)
950,245880,108619608,"Boston, MA","Toronto, Canada",POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825)
951,245837,96615415,"Kansas City, MO","Minneapolis, MN",POINT (-94.5785667 39.0997265),POINT (-94.5785667 39.0997265),POINT (-94.5785667 39.0997265)
952,245379,117536541,"Sacramento, CA","Portland, OR",POINT (-121.4943996 38.5815719),POINT (-121.4943996 38.5815719),POINT (-121.4943996 38.5815719)
953,244011,367480566,"Denver, CO","Tampa, FL",POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358),POINT (-104.990251 39.7392358)
954,243840,62179200,"Baltimore, MD","Raleigh/Durham, NC",POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848),POINT (-76.6121893 39.2903848)
955,243494,62577958,"Richmond, VA","Charlotte, NC",POINT (-77.43604809999999 37.5407246),POINT (-77.43604809999999 37.5407246),POINT (-77.43604809999999 37.5407246)
956,243399,216139096,"New York, NY","St. Louis, MO",POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837),POINT (-74.0059413 40.7127837)
957,243292,95617815,"Minneapolis, MN","Kansas City, MO",POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753),POINT (-93.2650108 44.977753)
958,243238,584257676,"Newark, NJ","Seattle, WA",POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657),POINT (-74.1723667 40.735657)
959,243224,62508568,"Charlotte, NC","Richmond, VA",POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869)
960,243080,641731200,"Kahului, HI","Seattle, WA",POINT (-156.4729469 20.8893351),POINT (-156.4729469 20.8893351),POINT (-156.4729469 20.8893351)
961,242776,148578912,"Raleigh/Durham, NC","Boston, MA",POINT (-78.86364019999999 35.8991678),POINT (-78.86364019999999 35.8991678),POINT (-78.86364019999999 35.8991678)
962,242765,84110579,"Phoenix, AZ","El Paso, TX",POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771),POINT (-112.0740373 33.4483771)
963,242525,110591400,"Detroit, MI","Nashville, TN",POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427),POINT (-83.0457538 42.331427)
964,242414,107099116,"Toronto, Canada","Boston, MA",POINT (-79.3831843 43.653226),POINT (-79.3831843 43.653226),POINT (-79.3831843 43.653226)
965,242320,87719840,"Oakland, CA","Ontario, CA",POINT (-122.2711137 37.8043637),POINT (-122.2711137 37.8043637),POINT (-122.2711137 37.8043637)
966,241768,109520904,"Little Rock, AR","Atlanta, GA",POINT (-92.28959479999999 34.7464809),POINT (-92.28959479999999 34.7464809),POINT (-92.28959479999999 34.7464809)
967,240982,109164846,"Atlanta, GA","Little Rock, AR",POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954),POINT (-84.3879824 33.7489954)
968,240944,324838690,"Houston, TX","Santa Ana, CA",POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267)
969,240788,155067472,"Hartford, CT","Charlotte, NC",POINT (-72.6850932 41.76371109999999),POINT (-72.6850932 41.76371109999999),POINT (-72.6850932 41.76371109999999)
970,240776,109793856,"Nashville, TN","Detroit, MI",POINT (-86.7816016 36.1626638),POINT (-86.7816016 36.1626638),POINT (-86.7816016 36.1626638)
971,240555,332928120,"Montreal, Canada","Fort Lauderdale, FL",POINT (-73.567256 45.5016889),POINT (-73.567256 45.5016889),POINT (-73.567256 45.5016889)
972,240160,61240800,"Raleigh/Durham, NC","Baltimore, MD",POINT (-78.86364019999999 35.8991678),POINT (-78.86364019999999 35.8991678),POINT (-78.86364019999999 35.8991678)
973,239854,78672112,"Charlotte, NC","Nashville, TN",POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869)
974,239649,323115607,"Santa Ana, CA","Houston, TX",POINT (-117.8678338 33.7455731),POINT (-117.8678338 33.7455731),POINT (-117.8678338 33.7455731)
975,239374,93355860,"Sacramento, CA","Ontario, CA",POINT (-121.4943996 38.5815719),POINT (-121.4943996 38.5815719),POINT (-121.4943996 38.5815719)
976,239102,146330424,"Boston, MA","Raleigh/Durham, NC",POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825),POINT (-71.0588801 42.3600825)
977,238615,330243144,"Fort Lauderdale, FL","Montreal, Canada",POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386)
978,238596,78259488,"Nashville, TN","Charlotte, NC",POINT (-86.7816016 36.1626638),POINT (-86.7816016 36.1626638),POINT (-86.7816016 36.1626638)
979,238347,247692482,"San Antonio, TX","Chicago, IL",POINT (-98.49362819999999 29.4241219),POINT (-98.49362819999999 29.4241219),POINT (-98.49362819999999 29.4241219)
980,238248,1110521537,"Moscow, Russia","New York, NY",POINT (37.6173 55.755826),POINT (37.6173 55.755826),POINT (37.6173 55.755826)
981,238066,129983892,"Dallas, TX","St. Louis, MO",POINT (-96.79698789999999 32.7766642),POINT (-96.79698789999999 32.7766642),POINT (-96.79698789999999 32.7766642)
982,237690,1327023256,"Paris, France","San Francisco, CA",POINT (2.3522219 48.856614),POINT (2.3522219 48.856614),POINT (2.3522219 48.856614)
983,237598,249477900,"Hartford, CT","Orlando, FL",POINT (-72.6850932 41.76371109999999),POINT (-72.6850932 41.76371109999999),POINT (-72.6850932 41.76371109999999)
984,237287,491377367,"Las Vegas, NV","Washington, DC",POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412),POINT (-115.1398296 36.1699412)
985,236877,157394013,"Nashville, TN","Houston, TX",POINT (-86.7816016 36.1626638),POINT (-86.7816016 36.1626638),POINT (-86.7816016 36.1626638)
986,236796,157355763,"Houston, TX","Nashville, TN",POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267),POINT (-95.3698028 29.7604267)
987,236794,152495336,"Charlotte, NC","Hartford, CT",POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869),POINT (-80.8431267 35.2270869)
988,236295,35680545,"Huntsville, AL","Atlanta, GA",POINT (-86.5861037 34.7303688),POINT (-86.5861037 34.7303688),POINT (-86.5861037 34.7303688)
989,236287,129012484,"St. Louis, MO","Dallas, TX",POINT (-90.19940419999999 38.6270025),POINT (-90.19940419999999 38.6270025),POINT (-90.19940419999999 38.6270025)
990,236277,1536745608,"Auckland, New Zealand","Los Angeles, CA",POINT (174.7633315 -36.8484597),POINT (174.7633315 -36.8484597),POINT (174.7633315 -36.8484597)
991,236250,472972500,"Seoul, South Korea","Guam, TT",POINT (126.9779692 37.566535),POINT (126.9779692 37.566535),POINT (126.9779692 37.566535)
992,236085,247889250,"Orlando, FL","Hartford, CT",POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355),POINT (-81.3792365 28.5383355)
993,235670,227375676,"New Orleans, LA","Washington, DC",POINT (-90.0715323 29.95106579999999),POINT (-90.0715323 29.95106579999999),POINT (-90.0715323 29.95106579999999)
994,235462,471394924,"Guam, TT","Seoul, South Korea",POINT (144.793731 13.444304),POINT (144.793731 13.444304),POINT (144.793731 13.444304)
995,235439,587655744,"Seattle, WA","Boston, MA",POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095)
996,235388,93919812,"Seattle, WA","Boise, ID",POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095)
997,235036,93779364,"Boise, ID","Seattle, WA",POINT (-116.2146068 43.6187102),POINT (-116.2146068 43.6187102),POINT (-116.2146068 43.6187102)
998,234970,46289090,"Fort Lauderdale, FL","Tampa, FL",POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386),POINT (-80.13731740000001 26.1224386)
999,234790,91568100,"Ontario, CA","Sacramento, CA",POINT (-117.6508876 34.0633443),POINT (-117.6508876 34.0633443),POINT (-117.6508876 34.0633443)
1000,234733,619695120,"Seattle, WA","Kahului, HI",POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095),POINT (-122.3320708 47.6062095)
